date,amount,category,description,payment_method,is_fixed,memo,year,month
2024-01-22,14387,기타,기타 지출,간편결제,False,,2024,1
2024-01-31,22332,쇼핑,의류,카드,False,,2024,1
2024-01-07,2957,교통비,버스,카드,False,,2024,1
2024-01-17,9004,기타,기타 지출,카드,False,,2024,1
2024-01-21,14066,식비,외식,카드,False,,2024,1
2024-01-10,200000,기타,기타,카드,False,게임 결제,2024,1
2024-02-24,33028,쇼핑,의류,간편결제,False,,2024,2
2024-02-03,27643,식비,외식,카드,False,,2024,2
2024-02-29,7614,쇼핑,온라인 쇼핑,카드,False,,2024,2
2024-02-22,1760,교통비,지하철,카드,False,,2024,2
2024-02-20,20514,쇼핑,온라인 쇼핑,카드,False,,2024,2
2024-02-01,1917,교통비,버스,카드,False,,2024,2
2024-02-26,7745,기타,기타 지출,간편결제,False,,2024,2
2024-02-09,3608,기타,기타 지출,간편결제,False,,2024,2
2024-02-07,28378,문화/여가,영화,카드,False,,2024,2
2024-02-27,19915,쇼핑,온라인 쇼핑,카드,False,,2024,2
2024-02-13,7274,식비,배달,간편결제,False,,2024,2
2024-02-21,49532,쇼핑,온라인 쇼핑,간편결제,False,,2024,2
2024-02-04,22118,쇼핑,의류,카드,False,,2024,2
2024-02-12,15278,식비,점심,카드,False,,2024,2
2024-02-01,22643,식비,점심,간편결제,False,,2024,2
2024-02-12,8066,기타,기타 지출,카드,False,,2024,2
2024-02-20,6143,기타,기타 지출,간편결제,False,,2024,2
2024-02-17,18382,식비,카페,카드,False,,2024,2
2024-02-18,17085,문화/여가,영화,카드,False,,2024,2
2024-02-22,27257,문화/여가,영화,카드,False,,2024,2
2024-02-14,44758,쇼핑,의류,간편결제,False,,2024,2
2024-02-15,19005,쇼핑,온라인 쇼핑,간편결제,False,,2024,2
2024-02-22,16389,문화/여가,영화,카드,False,,2024,2
2024-02-08,1957,교통비,버스,카드,False,,2024,2
2024-02-02,2051,교통비,지하철,카드,False,,2024,2
2024-02-15,21790,문화/여가,영화,간편결제,False,,2024,2
2024-02-16,7547,기타,기타 지출,카드,False,,2024,2
2024-02-29,3087,교통비,지하철,카드,False,,2024,2
2024-02-02,10132,기타,기타 지출,카드,False,,2024,2
2024-02-05,26875,식비,점심,카드,False,,2024,2
2024-02-27,29857,문화/여가,영화,간편결제,False,,2024,2
2024-02-24,29114,문화/여가,영화,카드,False,,2024,2
2024-02-25,19050,문화/여가,영화,간편결제,False,,2024,2
2024-02-23,19681,문화/여가,영화,카드,False,,2024,2
2024-02-11,10280,쇼핑,온라인 쇼핑,카드,False,,2024,2
2024-02-13,2971,교통비,지하철,카드,False,,2024,2
2024-02-03,2399,교통비,지하철,카드,False,,2024,2
2024-02-18,22633,문화/여가,영화,카드,False,,2024,2
2024-02-27,24139,식비,배달,간편결제,False,,2024,2
2024-02-25,32460,쇼핑,온라인 쇼핑,간편결제,False,,2024,2
2024-02-16,4595,기타,기타 지출,카드,False,,2024,2
2024-02-01,21371,문화/여가,영화,카드,False,,2024,2
2024-02-24,3704,기타,기타 지출,카드,False,,2024,2
2024-02-13,2762,교통비,지하철,카드,False,,2024,2
2024-02-05,8564,기타,기타 지출,카드,False,,2024,2
2024-02-13,19899,식비,카페,카드,False,,2024,2
2024-02-09,32627,쇼핑,온라인 쇼핑,카드,False,,2024,2
2024-02-01,6706,식비,점심,카드,False,,2024,2
2024-02-25,2884,교통비,지하철,카드,False,,2024,2
2024-02-19,4571,기타,기타 지출,카드,False,,2024,2
2024-02-25,7043,기타,기타 지출,카드,False,,2024,2
2024-02-04,2735,교통비,버스,카드,False,,2024,2
2024-02-19,17298,식비,카페,카드,False,,2024,2
2024-02-03,10700,기타,기타 지출,간편결제,False,,2024,2
2024-02-04,12422,기타,기타 지출,간편결제,False,,2024,2
2024-02-26,7691,쇼핑,의류,카드,False,,2024,2
2024-02-17,5829,쇼핑,의류,카드,False,,2024,2
2024-02-14,20934,문화/여가,영화,간편결제,False,,2024,2
2024-02-14,17885,문화/여가,영화,계좌이체,False,,2024,2
2024-02-11,28954,문화/여가,영화,카드,False,,2024,2
2024-02-29,29591,식비,카페,카드,False,,2024,2
2024-02-10,100000,기타,기타,카드,False,게임 결제,2024,2
2024-03-28,15650,식비,점심,카드,False,,2024,3
2024-03-12,28071,문화/여가,영화,카드,False,,2024,3
2024-03-29,44069,쇼핑,온라인 쇼핑,간편결제,False,,2024,3
2024-03-17,17521,쇼핑,의류,카드,False,,2024,3
2024-03-16,2687,교통비,버스,카드,False,,2024,3
2024-03-21,3300,교통비,버스,카드,False,,2024,3
2024-03-15,13991,기타,기타 지출,카드,False,,2024,3
2024-03-08,18251,식비,카페,간편결제,False,,2024,3
2024-03-22,3300,교통비,버스,카드,False,,2024,3
2024-03-12,12515,기타,기타 지출,카드,False,,2024,3
2024-03-09,20108,쇼핑,온라인 쇼핑,카드,False,,2024,3
2024-03-11,2958,기타,기타 지출,간편결제,False,,2024,3
2024-03-09,3033,교통비,버스,카드,False,,2024,3
2024-03-08,3300,교통비,버스,카드,False,,2024,3
2024-03-10,5927,쇼핑,의류,간편결제,False,,2024,3
2024-03-18,14572,식비,외식,간편결제,False,,2024,3
2024-03-04,3300,교통비,버스,카드,False,,2024,3
2024-03-16,20686,식비,카페,카드,False,,2024,3
2024-03-31,8367,쇼핑,의류,카드,False,,2024,3
2024-03-27,16070,문화/여가,영화,카드,False,,2024,3
2024-03-19,25312,문화/여가,영화,간편결제,False,,2024,3
2024-03-05,23443,식비,배달,카드,False,,2024,3
2024-03-04,23286,식비,배달,간편결제,False,,2024,3
2024-03-25,23561,문화/여가,영화,카드,False,,2024,3
2024-03-10,29092,문화/여가,영화,간편결제,False,,2024,3
2024-03-19,25174,문화/여가,영화,카드,False,,2024,3
2024-03-09,2902,교통비,지하철,카드,False,,2024,3
2024-03-08,10695,식비,배달,간편결제,False,,2024,3
2024-03-01,18386,식비,배달,카드,False,,2024,3
2024-03-10,1534,기타,기타 지출,카드,False,,2024,3
2024-03-23,34755,쇼핑,온라인 쇼핑,카드,False,,2024,3
2024-03-30,5334,기타,기타 지출,간편결제,False,,2024,3
2024-03-21,9882,식비,배달,카드,False,,2024,3
2024-03-02,1889,교통비,지하철,카드,False,,2024,3
2024-03-15,13149,쇼핑,온라인 쇼핑,카드,False,,2024,3
2024-03-23,7594,기타,기타 지출,카드,False,,2024,3
2024-03-29,19156,식비,외식,간편결제,False,,2024,3
2024-03-01,10985,쇼핑,온라인 쇼핑,카드,False,,2024,3
2024-03-25,12014,기타,기타 지출,카드,False,,2024,3
2024-03-17,2884,교통비,버스,카드,False,,2024,3
2024-03-06,24590,문화/여가,영화,카드,False,,2024,3
2024-03-03,8700,기타,기타 지출,카드,False,,2024,3
2024-03-11,25979,문화/여가,영화,카드,False,,2024,3
2024-03-14,3300,교통비,버스,카드,False,,2024,3
2024-03-10,11855,기타,기타 지출,카드,False,,2024,3
2024-03-09,15593,식비,카페,카드,False,,2024,3
2024-03-22,29243,문화/여가,영화,카드,False,,2024,3
2024-03-02,18073,문화/여가,영화,카드,False,,2024,3
2024-03-21,33969,쇼핑,온라인 쇼핑,간편결제,False,,2024,3
2024-03-09,22996,식비,배달,카드,False,,2024,3
2024-03-29,36766,쇼핑,온라인 쇼핑,카드,False,,2024,3
2024-03-23,10189,식비,배달,카드,False,,2024,3
2024-03-08,28785,문화/여가,영화,카드,False,,2024,3
2024-03-21,28633,문화/여가,영화,카드,False,,2024,3
2024-03-17,26557,문화/여가,영화,카드,False,,2024,3
2024-03-16,18993,문화/여가,영화,카드,False,,2024,3
2024-03-28,3300,교통비,지하철,카드,False,,2024,3
2024-03-25,18596,식비,카페,카드,False,,2024,3
2024-03-24,14783,식비,카페,간편결제,False,,2024,3
2024-03-18,3300,교통비,버스,카드,False,,2024,3
2024-03-11,24042,문화/여가,영화,계좌이체,False,,2024,3
2024-03-23,20650,쇼핑,의류,간편결제,False,,2024,3
2024-03-28,27706,문화/여가,영화,카드,False,,2024,3
2024-03-24,20498,식비,카페,간편결제,False,,2024,3
2024-03-22,27982,문화/여가,영화,간편결제,False,,2024,3
2024-03-31,1625,교통비,버스,카드,False,,2024,3
2024-03-28,3300,교통비,버스,카드,False,,2024,3
2024-03-04,22234,식비,점심,카드,False,,2024,3
2024-03-14,26455,식비,배달,카드,False,,2024,3
2024-03-26,13684,식비,점심,카드,False,,2024,3
2024-03-28,27097,식비,카페,카드,False,,2024,3
2024-03-21,26775,문화/여가,영화,계좌이체,False,,2024,3
2024-03-20,16121,문화/여가,영화,카드,False,,2024,3
2024-03-08,13235,기타,기타 지출,카드,False,,2024,3
2024-03-25,25383,문화/여가,영화,계좌이체,False,,2024,3
2024-03-06,27741,식비,점심,카드,False,,2024,3
2024-03-11,6838,식비,외식,카드,False,,2024,3
2024-03-14,14540,쇼핑,온라인 쇼핑,카드,False,,2024,3
2024-03-06,3868,기타,기타 지출,카드,False,,2024,3
2024-03-16,10554,기타,기타 지출,카드,False,,2024,3
2024-03-21,3300,교통비,버스,카드,False,,2024,3
2024-03-09,48702,쇼핑,온라인 쇼핑,카드,False,,2024,3
2024-03-22,23955,문화/여가,영화,카드,False,,2024,3
2024-03-31,16323,식비,점심,간편결제,False,,2024,3
2024-03-23,21390,쇼핑,온라인 쇼핑,카드,False,,2024,3
2024-03-13,36667,쇼핑,의류,카드,False,,2024,3
2024-03-19,3300,교통비,버스,카드,False,,2024,3
2024-03-23,24348,쇼핑,온라인 쇼핑,카드,False,,2024,3
2024-03-09,1132,기타,기타 지출,간편결제,False,,2024,3
2024-03-30,10935,기타,기타 지출,간편결제,False,,2024,3
2024-03-25,28088,문화/여가,영화,카드,False,,2024,3
2024-03-20,5106,기타,기타 지출,간편결제,False,,2024,3
2024-03-21,2591,기타,기타 지출,간편결제,False,,2024,3
2024-03-10,13920,기타,기타 지출,카드,False,,2024,3
2024-03-24,9306,식비,카페,카드,False,,2024,3
2024-03-24,32230,쇼핑,온라인 쇼핑,카드,False,,2024,3
2024-03-26,3300,교통비,지하철,카드,False,,2024,3
2024-03-30,2536,교통비,버스,카드,False,,2024,3
2024-03-26,12547,쇼핑,온라인 쇼핑,카드,False,,2024,3
2024-03-10,100000,기타,기타,카드,False,게임 결제,2024,3
2024-04-25,12392,식비,배달,간편결제,False,,2024,4
2024-04-28,14182,기타,기타 지출,간편결제,False,,2024,4
2024-04-26,30858,쇼핑,의류,카드,False,,2024,4
2024-04-15,29155,쇼핑,의류,간편결제,False,,2024,4
2024-04-19,7242,기타,기타 지출,간편결제,False,,2024,4
2024-04-22,20323,쇼핑,의류,간편결제,False,,2024,4
2024-04-30,24991,식비,카페,카드,False,,2024,4
2024-04-21,14498,기타,기타 지출,카드,False,,2024,4
2024-04-21,7689,기타,기타 지출,카드,False,,2024,4
2024-04-02,3300,교통비,지하철,카드,False,,2024,4
2024-04-04,11369,쇼핑,온라인 쇼핑,카드,False,,2024,4
2024-04-22,27175,문화/여가,영화,간편결제,False,,2024,4
2024-04-29,7797,기타,기타 지출,간편결제,False,,2024,4
2024-04-20,18373,식비,점심,카드,False,,2024,4
2024-04-07,19528,식비,카페,카드,False,,2024,4
2024-04-04,3300,교통비,버스,카드,False,,2024,4
2024-04-18,11564,기타,기타 지출,카드,False,,2024,4
2024-04-09,11219,식비,점심,카드,False,,2024,4
2024-04-22,18475,문화/여가,영화,간편결제,False,,2024,4
2024-04-02,13890,기타,기타 지출,카드,False,,2024,4
2024-04-26,3300,교통비,지하철,카드,False,,2024,4
2024-04-11,3300,교통비,지하철,카드,False,,2024,4
2024-04-09,3300,교통비,지하철,카드,False,,2024,4
2024-04-18,3300,교통비,지하철,카드,False,,2024,4
2024-04-04,48323,쇼핑,의류,카드,False,,2024,4
2024-04-12,3300,교통비,지하철,카드,False,,2024,4
2024-04-01,3300,교통비,버스,카드,False,,2024,4
2024-04-02,3300,교통비,버스,카드,False,,2024,4
2024-04-17,3300,교통비,버스,카드,False,,2024,4
2024-04-16,19689,식비,외식,현금,False,,2024,4
2024-04-15,38019,쇼핑,의류,카드,False,,2024,4
2024-04-15,11540,기타,기타 지출,카드,False,,2024,4
2024-04-28,18160,식비,점심,카드,False,,2024,4
2024-04-16,12671,기타,기타 지출,카드,False,,2024,4
2024-04-11,24932,식비,외식,카드,False,,2024,4
2024-04-09,25457,식비,배달,간편결제,False,,2024,4
2024-04-28,11726,기타,기타 지출,간편결제,False,,2024,4
2024-04-14,20553,문화/여가,영화,카드,False,,2024,4
2024-04-24,16557,문화/여가,영화,카드,False,,2024,4
2024-04-22,19176,문화/여가,영화,카드,False,,2024,4
2024-04-03,3300,교통비,버스,카드,False,,2024,4
2024-04-03,19151,식비,외식,카드,False,,2024,4
2024-04-26,3131,기타,기타 지출,간편결제,False,,2024,4
2024-04-22,9005,식비,카페,카드,False,,2024,4
2024-04-28,8371,쇼핑,온라인 쇼핑,카드,False,,2024,4
2024-04-05,26519,식비,배달,카드,False,,2024,4
2024-04-12,3300,교통비,지하철,카드,False,,2024,4
2024-04-26,33122,쇼핑,의류,간편결제,False,,2024,4
2024-04-01,3955,기타,기타 지출,카드,False,,2024,4
2024-04-30,6567,기타,기타 지출,카드,False,,2024,4
2024-04-28,9694,식비,배달,간편결제,False,,2024,4
2024-04-03,3324,기타,기타 지출,간편결제,False,,2024,4
2024-04-03,13224,기타,기타 지출,간편결제,False,,2024,4
2024-04-14,2479,교통비,버스,카드,False,,2024,4
2024-04-12,25423,쇼핑,의류,간편결제,False,,2024,4
2024-04-29,8447,쇼핑,의류,카드,False,,2024,4
2024-04-22,3300,교통비,지하철,카드,False,,2024,4
2024-04-15,26690,식비,카페,카드,False,,2024,4
2024-04-14,19475,문화/여가,영화,카드,False,,2024,4
2024-04-10,26111,문화/여가,영화,간편결제,False,,2024,4
2024-04-02,4612,기타,기타 지출,카드,False,,2024,4
2024-04-07,3121,교통비,버스,카드,False,,2024,4
2024-04-10,3300,교통비,버스,카드,False,,2024,4
2024-04-01,37596,쇼핑,의류,간편결제,False,,2024,4
2024-04-05,21229,문화/여가,영화,카드,False,,2024,4
2024-04-17,10154,기타,기타 지출,간편결제,False,,2024,4
2024-04-13,7772,쇼핑,의류,카드,False,,2024,4
2024-04-30,7551,식비,점심,카드,False,,2024,4
2024-04-10,16887,문화/여가,영화,카드,False,,2024,4
2024-04-06,25254,식비,카페,카드,False,,2024,4
2024-04-03,8155,기타,기타 지출,카드,False,,2024,4
2024-04-19,3300,교통비,버스,카드,False,,2024,4
2024-04-13,29262,문화/여가,영화,카드,False,,2024,4
2024-04-08,6456,기타,기타 지출,간편결제,False,,2024,4
2024-04-17,3300,교통비,지하철,카드,False,,2024,4
2024-04-17,9355,기타,기타 지출,카드,False,,2024,4
2024-04-24,47299,쇼핑,온라인 쇼핑,카드,False,,2024,4
2024-04-05,3300,교통비,지하철,카드,False,,2024,4
2024-04-06,44478,쇼핑,의류,카드,False,,2024,4
2024-04-06,13662,기타,기타 지출,간편결제,False,,2024,4
2024-04-25,24236,문화/여가,영화,계좌이체,False,,2024,4
2024-04-05,8205,기타,기타 지출,카드,False,,2024,4
2024-04-21,19961,문화/여가,영화,카드,False,,2024,4
2024-04-02,15932,문화/여가,영화,카드,False,,2024,4
2024-04-21,10917,쇼핑,의류,간편결제,False,,2024,4
2024-04-15,3300,교통비,지하철,카드,False,,2024,4
2024-04-23,7763,식비,카페,카드,False,,2024,4
2024-04-02,5059,기타,기타 지출,간편결제,False,,2024,4
2024-04-17,23564,문화/여가,영화,간편결제,False,,2024,4
2024-04-12,3300,교통비,버스,카드,False,,2024,4
2024-04-14,27175,쇼핑,온라인 쇼핑,간편결제,False,,2024,4
2024-04-03,6401,기타,기타 지출,카드,False,,2024,4
2024-04-11,10341,쇼핑,의류,간편결제,False,,2024,4
2024-04-30,6731,기타,기타 지출,카드,False,,2024,4
2024-04-10,100000,기타,기타,카드,False,게임 결제,2024,4
2024-05-05,10749,기타,기타 지출,간편결제,False,,2024,5
2024-05-18,17343,식비,카페,간편결제,False,,2024,5
2024-05-22,49919,쇼핑,의류,간편결제,False,,2024,5
2024-05-17,16856,식비,점심,카드,False,,2024,5
2024-05-06,19037,쇼핑,온라인 쇼핑,카드,False,,2024,5
2024-05-08,17253,문화/여가,영화,카드,False,,2024,5
2024-05-28,8314,식비,카페,카드,False,,2024,5
2024-05-20,29688,쇼핑,의류,카드,False,,2024,5
2024-05-27,3300,교통비,지하철,카드,False,,2024,5
2024-05-24,8170,기타,기타 지출,카드,False,,2024,5
2024-05-22,26789,문화/여가,영화,카드,False,,2024,5
2024-05-25,27264,문화/여가,영화,카드,False,,2024,5
2024-05-10,3300,교통비,지하철,카드,False,,2024,5
2024-05-12,26113,문화/여가,영화,간편결제,False,,2024,5
2024-05-25,19616,문화/여가,영화,계좌이체,False,,2024,5
2024-05-31,17655,문화/여가,영화,카드,False,,2024,5
2024-05-21,36495,쇼핑,의류,카드,False,,2024,5
2024-05-09,19723,식비,배달,카드,False,,2024,5
2024-05-03,3300,교통비,버스,카드,False,,2024,5
2024-05-29,3300,교통비,버스,카드,False,,2024,5
2024-05-14,8490,쇼핑,의류,카드,False,,2024,5
2024-05-12,18678,문화/여가,영화,카드,False,,2024,5
2024-05-27,47595,쇼핑,의류,카드,False,,2024,5
2024-05-02,3300,교통비,지하철,카드,False,,2024,5
2024-05-23,14095,쇼핑,온라인 쇼핑,간편결제,False,,2024,5
2024-05-15,11081,기타,기타 지출,카드,False,,2024,5
2024-05-09,12066,식비,외식,카드,False,,2024,5
2024-05-10,12985,쇼핑,의류,카드,False,,2024,5
2024-05-21,3300,교통비,버스,카드,False,,2024,5
2024-05-20,22565,식비,점심,카드,False,,2024,5
2024-05-23,3352,기타,기타 지출,카드,False,,2024,5
2024-05-20,20780,문화/여가,영화,카드,False,,2024,5
2024-05-17,6908,기타,기타 지출,카드,False,,2024,5
2024-05-21,21338,문화/여가,영화,카드,False,,2024,5
2024-05-12,9427,쇼핑,의류,카드,False,,2024,5
2024-05-25,2741,교통비,지하철,카드,False,,2024,5
2024-05-05,1726,기타,기타 지출,카드,False,,2024,5
2024-05-27,13765,기타,기타 지출,간편결제,False,,2024,5
2024-05-21,17986,문화/여가,영화,카드,False,,2024,5
2024-05-02,14615,식비,점심,카드,False,,2024,5
2024-05-29,6373,식비,배달,카드,False,,2024,5
2024-05-27,40588,쇼핑,온라인 쇼핑,간편결제,False,,2024,5
2024-05-25,47395,쇼핑,의류,카드,False,,2024,5
2024-05-28,8132,쇼핑,온라인 쇼핑,간편결제,False,,2024,5
2024-05-04,29118,쇼핑,온라인 쇼핑,카드,False,,2024,5
2024-05-29,21334,문화/여가,영화,카드,False,,2024,5
2024-05-23,3300,교통비,버스,카드,False,,2024,5
2024-05-30,28062,문화/여가,영화,카드,False,,2024,5
2024-05-24,32820,쇼핑,의류,카드,False,,2024,5
2024-05-18,19813,문화/여가,영화,카드,False,,2024,5
2024-05-11,26657,식비,외식,카드,False,,2024,5
2024-05-20,32925,쇼핑,온라인 쇼핑,카드,False,,2024,5
2024-05-12,8325,기타,기타 지출,카드,False,,2024,5
2024-05-20,8126,기타,기타 지출,카드,False,,2024,5
2024-05-03,11996,기타,기타 지출,간편결제,False,,2024,5
2024-05-17,28125,문화/여가,영화,계좌이체,False,,2024,5
2024-05-31,1510,기타,기타 지출,카드,False,,2024,5
2024-05-08,3300,교통비,지하철,카드,False,,2024,5
2024-05-12,7272,기타,기타 지출,간편결제,False,,2024,5
2024-05-22,19743,식비,배달,카드,False,,2024,5
2024-05-25,10038,쇼핑,온라인 쇼핑,간편결제,False,,2024,5
2024-05-13,3300,교통비,버스,카드,False,,2024,5
2024-05-08,12434,쇼핑,온라인 쇼핑,카드,False,,2024,5
2024-05-16,9482,기타,기타 지출,카드,False,,2024,5
2024-05-07,45099,쇼핑,온라인 쇼핑,카드,False,,2024,5
2024-05-07,3009,기타,기타 지출,카드,False,,2024,5
2024-05-06,28375,식비,점심,카드,False,,2024,5
2024-05-22,16384,식비,카페,간편결제,False,,2024,5
2024-05-29,14828,식비,카페,카드,False,,2024,5
2024-05-26,6922,기타,기타 지출,간편결제,False,,2024,5
2024-05-07,3300,교통비,지하철,카드,False,,2024,5
2024-05-26,2561,교통비,지하철,카드,False,,2024,5
2024-05-18,23752,식비,카페,카드,False,,2024,5
2024-05-20,29487,문화/여가,영화,카드,False,,2024,5
2024-05-13,28492,식비,카페,간편결제,False,,2024,5
2024-05-25,21708,문화/여가,영화,간편결제,False,,2024,5
2024-05-11,26048,식비,배달,카드,False,,2024,5
2024-05-22,23476,문화/여가,영화,카드,False,,2024,5
2024-05-25,1814,교통비,지하철,카드,False,,2024,5
2024-05-27,17034,문화/여가,영화,카드,False,,2024,5
2024-05-06,3300,교통비,버스,카드,False,,2024,5
2024-05-30,3300,교통비,버스,카드,False,,2024,5
2024-05-12,9501,기타,기타 지출,카드,False,,2024,5
2024-05-07,25809,식비,카페,간편결제,False,,2024,5
2024-05-21,24845,쇼핑,의류,간편결제,False,,2024,5
2024-05-19,10513,기타,기타 지출,카드,False,,2024,5
2024-05-27,3300,교통비,버스,카드,False,,2024,5
2024-05-02,26019,식비,외식,간편결제,False,,2024,5
2024-05-20,3300,교통비,버스,카드,False,,2024,5
2024-05-16,11275,기타,기타 지출,간편결제,False,,2024,5
2024-05-16,21048,쇼핑,온라인 쇼핑,간편결제,False,,2024,5
2024-05-15,16195,문화/여가,영화,간편결제,False,,2024,5
2024-05-15,18619,식비,배달,카드,False,,2024,5
2024-05-11,24939,문화/여가,영화,카드,False,,2024,5
2024-05-24,27634,쇼핑,온라인 쇼핑,카드,False,,2024,5
2024-05-17,3300,교통비,버스,카드,False,,2024,5
2024-05-04,2097,교통비,버스,카드,False,,2024,5
2024-05-05,16586,문화/여가,영화,카드,False,,2024,5
2024-05-28,45329,쇼핑,온라인 쇼핑,카드,False,,2024,5
2024-05-27,3300,교통비,지하철,카드,False,,2024,5
2024-05-07,15442,쇼핑,온라인 쇼핑,간편결제,False,,2024,5
2024-05-01,10901,쇼핑,온라인 쇼핑,카드,False,,2024,5
2024-05-10,200000,기타,기타,카드,False,게임 결제,2024,5
2024-06-19,3300,교통비,지하철,카드,False,,2024,6
2024-06-02,23438,쇼핑,의류,간편결제,False,,2024,6
2024-06-05,13666,식비,점심,간편결제,False,,2024,6
2024-06-12,7965,쇼핑,온라인 쇼핑,카드,False,,2024,6
2024-06-12,23128,식비,배달,카드,False,,2024,6
2024-06-17,19757,식비,점심,간편결제,False,,2024,6
2024-06-12,16111,식비,점심,간편결제,False,,2024,6
2024-06-07,44483,쇼핑,의류,간편결제,False,,2024,6
2024-06-02,15637,문화/여가,영화,카드,False,,2024,6
2024-06-26,8761,기타,기타 지출,간편결제,False,,2024,6
2024-06-20,29633,문화/여가,영화,카드,False,,2024,6
2024-06-30,2805,교통비,버스,카드,False,,2024,6
2024-06-13,45402,쇼핑,의류,간편결제,False,,2024,6
2024-06-17,38404,쇼핑,온라인 쇼핑,간편결제,False,,2024,6
2024-06-16,28365,문화/여가,영화,카드,False,,2024,6
2024-06-22,12183,쇼핑,온라인 쇼핑,카드,False,,2024,6
2024-06-20,8775,기타,기타 지출,카드,False,,2024,6
2024-06-24,1841,기타,기타 지출,간편결제,False,,2024,6
2024-06-17,25305,문화/여가,영화,계좌이체,False,,2024,6
2024-06-02,10380,기타,기타 지출,간편결제,False,,2024,6
2024-06-01,19451,식비,배달,카드,False,,2024,6
2024-06-14,26313,문화/여가,영화,카드,False,,2024,6
2024-06-28,28899,문화/여가,영화,계좌이체,False,,2024,6
2024-06-23,3262,기타,기타 지출,간편결제,False,,2024,6
2024-06-22,2529,교통비,버스,카드,False,,2024,6
2024-06-30,2641,교통비,버스,카드,False,,2024,6
2024-06-22,49613,쇼핑,온라인 쇼핑,간편결제,False,,2024,6
2024-06-20,8932,기타,기타 지출,카드,False,,2024,6
2024-06-18,3300,교통비,버스,카드,False,,2024,6
2024-06-10,23940,쇼핑,의류,간편결제,False,,2024,6
2024-06-11,3300,교통비,버스,카드,False,,2024,6
2024-06-18,28031,문화/여가,영화,계좌이체,False,,2024,6
2024-06-04,42583,쇼핑,온라인 쇼핑,간편결제,False,,2024,6
2024-06-25,28182,문화/여가,영화,카드,False,,2024,6
2024-06-10,10179,쇼핑,의류,카드,False,,2024,6
2024-06-24,22849,문화/여가,영화,카드,False,,2024,6
2024-06-30,2701,교통비,버스,카드,False,,2024,6
2024-06-05,2789,기타,기타 지출,간편결제,False,,2024,6
2024-06-08,1831,기타,기타 지출,간편결제,False,,2024,6
2024-06-04,3300,교통비,지하철,카드,False,,2024,6
2024-06-23,22739,문화/여가,영화,카드,False,,2024,6
2024-06-01,10016,기타,기타 지출,카드,False,,2024,6
2024-06-16,25658,문화/여가,영화,카드,False,,2024,6
2024-06-10,47329,쇼핑,온라인 쇼핑,카드,False,,2024,6
2024-06-18,29205,식비,배달,간편결제,False,,2024,6
2024-06-14,10760,식비,배달,카드,False,,2024,6
2024-06-06,27271,문화/여가,영화,카드,False,,2024,6
2024-06-10,23610,식비,외식,간편결제,False,,2024,6
2024-06-10,19888,식비,카페,간편결제,False,,2024,6
2024-06-09,1944,교통비,버스,카드,False,,2024,6
2024-06-06,28957,식비,카페,카드,False,,2024,6
2024-06-23,4050,기타,기타 지출,카드,False,,2024,6
2024-06-26,5833,기타,기타 지출,간편결제,False,,2024,6
2024-06-06,11009,기타,기타 지출,간편결제,False,,2024,6
2024-06-17,20372,문화/여가,영화,카드,False,,2024,6
2024-06-06,17303,문화/여가,영화,카드,False,,2024,6
2024-06-01,22090,쇼핑,의류,카드,False,,2024,6
2024-06-25,3300,교통비,버스,카드,False,,2024,6
2024-06-10,43172,쇼핑,온라인 쇼핑,간편결제,False,,2024,6
2024-06-23,4871,기타,기타 지출,카드,False,,2024,6
2024-06-15,6026,기타,기타 지출,카드,False,,2024,6
2024-06-23,16923,문화/여가,영화,간편결제,False,,2024,6
2024-06-20,19473,쇼핑,온라인 쇼핑,카드,False,,2024,6
2024-06-05,3300,교통비,버스,카드,False,,2024,6
2024-06-14,26500,문화/여가,영화,간편결제,False,,2024,6
2024-06-25,19054,문화/여가,영화,간편결제,False,,2024,6
2024-06-03,24243,문화/여가,영화,카드,False,,2024,6
2024-06-19,22585,식비,배달,카드,False,,2024,6
2024-06-28,3300,교통비,버스,카드,False,,2024,6
2024-06-23,10554,기타,기타 지출,간편결제,False,,2024,6
2024-06-26,6823,식비,점심,카드,False,,2024,6
2024-06-15,2704,교통비,버스,카드,False,,2024,6
2024-06-22,15098,식비,점심,간편결제,False,,2024,6
2024-06-09,5098,식비,점심,간편결제,False,,2024,6
2024-06-02,2417,교통비,지하철,카드,False,,2024,6
2024-06-18,8948,쇼핑,의류,카드,False,,2024,6
2024-06-10,21698,문화/여가,영화,카드,False,,2024,6
2024-06-12,3300,교통비,버스,카드,False,,2024,6
2024-06-28,29856,문화/여가,영화,카드,False,,2024,6
2024-06-22,25842,문화/여가,영화,카드,False,,2024,6
2024-06-04,3300,교통비,버스,카드,False,,2024,6
2024-06-17,3300,교통비,버스,카드,False,,2024,6
2024-06-27,3300,교통비,지하철,카드,False,,2024,6
2024-06-10,20171,식비,외식,간편결제,False,,2024,6
2024-06-18,7214,기타,기타 지출,카드,False,,2024,6
2024-06-12,3300,교통비,버스,카드,False,,2024,6
2024-06-07,3300,교통비,버스,카드,False,,2024,6
2024-06-02,14262,기타,기타 지출,간편결제,False,,2024,6
2024-06-08,18376,문화/여가,영화,카드,False,,2024,6
2024-06-15,24588,식비,외식,간편결제,False,,2024,6
2024-06-08,13133,기타,기타 지출,카드,False,,2024,6
2024-06-08,23843,문화/여가,영화,카드,False,,2024,6
2024-06-17,14478,식비,배달,카드,False,,2024,6
